진단명,ICD코드,ADRG,ADRG명,MDC,계열,DRG코드
복강내기관의 손상,S36,W610,Multiple Trauma without Procedures W61002 W Catastrophic CC,21-1,,"W61000, W61001, W61002"
복강내기관의 손상,S36,X600,"Injuries, Age ≤18 X60011 W Catastrophic or Severe or Moderate",21-2,,"X60010, X60011, X60020, X60021, X60030, X60031, X60032"
뼈의 파젯병[변형성 골염],M88,I141,"Hip and Femur Procedures, Bilateral or Multiple",08,S,"I14100, I14101, I14102"
뼈의 파젯병[변형성 골염],M88,I142,"Hip and Femur Procedures, Unilateral",08,S,"I14210, I14211, I14220, I14221"
뼈의 파젯병[변형성 골염],M88,I160,"Humerus, Tibia, and Fibula Procedures",08,S,"I16010, I16020, I16021, I16022"
뼈의 파젯병[변형성 골염],M88,I187,Other Shoulder Procedures,08,S,"I18700, I18701"
뼈의 파젯병[변형성 골염],M88,I200,Elbow and Forearm Procedures,08,S,"I20000, I20001, I20002"
뼈의 파젯병[변형성 골염],M88,I211,Foot and Ankle Tendon and Ligament Procedures,08,S,I21100
뼈의 파젯병[변형성 골염],M88,I251,Major Wrist and Hand Procedures,08,S,"I25100, I25101, I25102"
뼈의 파젯병[변형성 골염],M88,I252,Minor Wrist and Hand Procedures,08,S,"I25200, I25201, I25202, I25203"
뼈의 파젯병[변형성 골염],M88,I696,,08,,"I69600, I69601, I69602"
뼈의 파젯병[변형성 골염],M88,I760,"Other Musculoskeletal Diseases, Age ≤18 I76011 W Catastrophic or Severe CC",08,,"I76010, I76011, I76020, I76021, I76022"
"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",R22,B171,Spinal Fusion with Myelopathy,01,S,"B17100, B17101, B17102, B17103"
"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",R22,B173,Laminectomy and Diskectomy with Myelopathy,01,S,"B17300, B17301, B17302"
"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",R22,B175,Other Spinal Procedures with Myelopathy,01,S,"B17500, B17501"
"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",R22,B814,Other Nervous System Disorders B81402 W Catastrophic CC,01,,"B81400, B81401, B81402"
"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",R22,I081,Spinal Fusion with Myelopathy,08,S,"I08100, I08101, I08102, I08103"
"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",R22,I083,Laminectomy and Diskectomy with Myelopathy,08,S,"I08300, I08301, I08302, I08303"
"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",R22,I085,Other Spinal Procedures with Myelopathy,08,S,"I08500, I08501"
"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",R22,I142,"Hip and Femur Procedures, Unilateral",08,S,"I14210, I14211, I14220, I14221"
"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",R22,I710,Musculotendinous Disorders I71003 W Catastrophic CC,08,,"I71000, I71001, I71002, I71003"
"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",R22,J700,Other Minor Skin Diseases J70003 W Catastrophic CC,09,,"J70000, J70001, J70002, J70003"
"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",R22,L661,Kidney and Urinary Tract Signs and L66100 중증도 구분 없음,11,,L66100
"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",R22,L662,Kidney and Urinary Tract Signs and L66202 W Catastrophic CC,18-1,,"L66200, L66201, L66202"
자궁경부의 악성 신생물,C53,N071,"Laparoscopic Cervix, Vagina and Vulva Procedures for Malignancy",13,S,"N07100, N07101, N07102"
자궁경부의 악성 신생물,C53,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
자궁경부의 악성 신생물,C53,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
엉덩이 및 대퇴 부위의 근육 및 힘줄의 손상,S76,I141,"Hip and Femur Procedures, Bilateral or Multiple",08,S,"I14100, I14101, I14102"
엉덩이 및 대퇴 부위의 근육 및 힘줄의 손상,S76,I142,"Hip and Femur Procedures, Unilateral",08,S,"I14210, I14211, I14220, I14221"
엉덩이 및 대퇴 부위의 근육 및 힘줄의 손상,S76,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
엉덩이 및 대퇴 부위의 근육 및 힘줄의 손상,S76,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
엉덩이 및 대퇴 부위의 근육 및 힘줄의 손상,S76,W600,"Multiple Trauma, Transferred to Another W60000 중증도 구분 없음",21-1,,W60000
엉덩이 및 대퇴 부위의 근육 및 힘줄의 손상,S76,X011,Microvascular Tissue Transfer for Injuries to Lower Limb,21-2,S,X01100
엉덩이 및 대퇴 부위의 근육 및 힘줄의 손상,S76,X012,Local Tissue Transfer and Skin Graft for Injuries to Lower Limb,21-2,S,"X01200, X01201"
엉덩이 및 대퇴 부위의 근육 및 힘줄의 손상,S76,X042,Other Procedures for Injuries to Lower Limb,21-2,S,"X04200, X04201, X04202"
엉덩이 및 대퇴 부위의 근육 및 힘줄의 손상,S76,X600,"Injuries, Age ≤18 X60011 W Catastrophic or Severe or Moderate",21-2,,"X60010, X60011, X60020, X60021, X60030, X60031, X60032"
엉덩이 및 대퇴의 표재성 손상,S70,I622,Femoral Neck Fracture I62202 W Catastrophic CC,09,,"I62200, I62201, I62202"
엉덩이 및 대퇴의 표재성 손상,S70,J660,"Trauma to Skin, Subcutaneous Tissue and J66011 W Catastrophic or Severe or Moderate",04,,"J66010, J66011, J66020, J66021, J66022, J66023"
엉덩이 및 대퇴의 표재성 손상,S70,W600,"Multiple Trauma, Transferred to Another W60000 중증도 구분 없음",21-1,,W60000
엉덩이 및 대퇴의 표재성 손상,S70,W610,Multiple Trauma without Procedures W61002 W Catastrophic CC,21-1,,"W61000, W61001, W61002"
손목 및 손 부위의 근육 및 힘줄의 손상,S66,I251,Major Wrist and Hand Procedures,08,S,"I25100, I25101, I25102"
손목 및 손 부위의 근육 및 힘줄의 손상,S66,I252,Minor Wrist and Hand Procedures,08,S,"I25200, I25201, I25202, I25203"
손목 및 손 부위의 근육 및 힘줄의 손상,S66,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
손목 및 손 부위의 근육 및 힘줄의 손상,S66,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
손목 및 손 부위의 근육 및 힘줄의 손상,S66,X022,Local Tissue Transfer and Skin Graft for Injuries to Hand,21-2,S,"X02200, X02201, X02202"
손목 및 손 부위의 근육 및 힘줄의 손상,S66,X051,Bone and Joint Procedures for Injuries to Hand,21-2,S,"X05100, X05101"
손목 및 손 부위의 근육 및 힘줄의 손상,S66,X052,Other Procedures for Injuries to Hand,21-2,S,"X05200, X05201, X05202"
손목 및 손 부위의 근육 및 힘줄의 손상,S66,X600,"Injuries, Age ≤18 X60011 W Catastrophic or Severe or Moderate",21-2,,"X60010, X60011, X60020, X60021, X60030, X60031, X60032"
남성생식기관의 양성 신생물,D29,L632,Kidney and Urinary Tract Neoplasms with L63203 W Catastrophic CC,12,,"L63200, L63201, L63202, L63203"
남성생식기관의 양성 신생물,D29,L633,Kidney and Urinary Tract Neoplasms L63302 W Catastrophic CC,12,,"L63300, L63301, L63302"
남성생식기관의 양성 신생물,D29,M630,Other Male Reproductive System Diseases M63000 중증도 구분 없음,12,,M63000
남성생식기관의 양성 신생물,D29,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
남성생식기관의 양성 신생물,D29,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
남성생식기관의 양성 신생물,D29,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
남성생식기관의 양성 신생물,D29,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
남성생식기관의 양성 신생물,D29,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
남성생식기관의 양성 신생물,D29,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
남성생식기관의 양성 신생물,D29,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
근긴장이상,G24,B652,Dystonia B65201 W Catastrophic or Severe CC,01,,"B65200, B65201"
근긴장이상,G24,C610,Neurological and Vascular Diseases of the C61003 W Catastrophic CC,02,,"C61000, C61001, C61002, C61003"
달리 분류된 질환에서의 뇌신경장애,G53,B713,Injury of Cranial Nerve and Disease of B71300 중증도 구분 없음,01,,B71300
달리 분류된 질환에서의 뇌신경장애,G53,B718,Neuropathic Pain and Autonomic Nerve B71803 W Catastrophic CC,07,,"B71800, B71801, B71802, B71803"
달리 분류된 질환에서의 뇌신경장애,G53,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
달리 분류된 질환에서의 뇌신경장애,G53,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
달리 분류된 질환에서의 뇌신경장애,G53,S640,Other HIV S64001 W Catastrophic CC,18-1,,"S64000, S64001"
알려진 또는 의심되는 불균형에 대한 산모관리,O33,O012,High Risk Cesarean Delivery(Single Birth),14,S,"O01200, O01201, O01202, O01203"
알려진 또는 의심되는 불균형에 대한 산모관리,O33,O042,High Risk Vaginal Delivery(Primiparity),14,S,"O04200, O04201"
알려진 또는 의심되는 불균형에 대한 산모관리,O33,O052,High Risk Vaginal Delivery(Multiparity),14,S,"O05200, O05201"
알려진 또는 의심되는 불균형에 대한 산모관리,O33,O062,High Risk Vaginal Delivery After Cesarean Section,14,S,O06200
알려진 또는 의심되는 불균형에 대한 산모관리,O33,O110,Disorders Related to Postpartum and Post Abortion with OR Procedures,14,S,"O11000, O11001"
알려진 또는 의심되는 불균형에 대한 산모관리,O33,O641,,14,,"O64100, O64101"
알려진 또는 의심되는 불균형에 대한 산모관리,O33,O642,Other Antepartum Diseases without Severe O64203 W Catastrophic CC,13,,"O64200, O64201, O64202, O64203"
보행과 이동의 이상,R26,B152,Excision of Intraspinal Lesion with Myelopathy,01,S,"B15200, B15201"
보행과 이동의 이상,R26,B175,Other Spinal Procedures with Myelopathy,01,S,"B17500, B17501"
보행과 이동의 이상,R26,B814,Other Nervous System Disorders B81402 W Catastrophic CC,01,,"B81400, B81401, B81402"
보행과 이동의 이상,R26,I081,Spinal Fusion with Myelopathy,08,S,"I08100, I08101, I08102, I08103"
보행과 이동의 이상,R26,I083,Laminectomy and Diskectomy with Myelopathy,08,S,"I08300, I08301, I08302, I08303"
보행과 이동의 이상,R26,I085,Other Spinal Procedures with Myelopathy,08,S,"I08500, I08501"
보행과 이동의 이상,R26,I710,Musculotendinous Disorders I71003 W Catastrophic CC,08,,"I71000, I71001, I71002, I71003"
보행과 이동의 이상,R26,L661,Kidney and Urinary Tract Signs and L66100 중증도 구분 없음,11,,L66100
보행과 이동의 이상,R26,L662,Kidney and Urinary Tract Signs and L66202 W Catastrophic CC,18-1,,"L66200, L66201, L66202"
보행과 이동의 이상,R26,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
출산장소에 따른 생존출생,Z38,J071,Minor Breast Procedures using Vaccum-Assisted Biopsy Device,09,S,J07100
출산장소에 따른 생존출생,Z38,J072,Open Minor Breast Procedures,09,S,J07200
출산장소에 따른 생존출생,Z38,J080,Procedures of Axillary Lymph Node,09,S,"J08000, J08001"
출산장소에 따른 생존출생,Z38,P601,Neonate Died or Transferred <5 Days of P60100 중증도 구분 없음,15,,P60100
결합조직의 기타 전신침범,M35,I667,"Other Connective Tissue Diseases, I66712 W Catastrophic CC",08,,"I66710, I66711, I66712, I66720, I66721, I66722"
결합조직의 기타 전신침범,M35,I682,Non-Surgical Neck and Back Conditions I68213 W Catastrophic CC,08,,"I68210, I68211, I68212, I68213, I68220, I68221, I68222, I68223"
결합조직의 기타 전신침범,M35,I722,"Noninfectious Tendinitis, Myositis and I72211 W Catastrophic or Severe or Moderate",08,,"I72210, I72211, I72220, I72221, I72222, I72223"
결합조직의 기타 전신침범,M35,J690,Other Moderate Skin Diseases J69003 W Catastrophic CC,09,,"J69000, J69001, J69002, J69003"
인공개구에 대한 관리를 위하여 보건서비스와 접하고 있는 사람,Z43,E773,Other Respiratory System Diseases E77303 W Catastrophic CC,04,,"E77300, E77301, E77302, E77303"
인공개구에 대한 관리를 위하여 보건서비스와 접하고 있는 사람,Z43,G689,Other Digestive system Diseases G68902 W Catastrophic CC,06,,"G68900, G68901, G68902"
인공개구에 대한 관리를 위하여 보건서비스와 접하고 있는 사람,Z43,L680,Other Kidney and Urinary Tract Diseases L68003 W Catastrophic CC,11,,"L68000, L68001, L68002, L68003"
인공개구에 대한 관리를 위하여 보건서비스와 접하고 있는 사람,Z43,N620,Menstrual and Other Female Reproductive N62003 W Catastrophic CC,13,,"N62000, N62001, N62002, N62003"
인공개구에 대한 관리를 위하여 보건서비스와 접하고 있는 사람,Z43,Z640,Other Factors Influencing Health Status Z64002 W Catastrophic CC,23,,"Z64000, Z64001, Z64002"
기능검사의 이상결과,R94,A092,"Tracheostomy for Face, Mouth and Neck Disorders with Short-Term Ventilator",Pre,S,
기능검사의 이상결과,R94,A093,"Tracheostomy for Face, Mouth and Neck Disorders without Ventilator",Pre,S,
기능검사의 이상결과,R94,B814,Other Nervous System Disorders B81402 W Catastrophic CC,01,,"B81400, B81401, B81402"
기능검사의 이상결과,R94,D502,Dental Restorations,03,S,D50200
기능검사의 이상결과,R94,D720,Nasal Trauma D72001 W Catastrophic or Severe CC,03,,"D72000, D72001"
기능검사의 이상결과,R94,E773,Other Respiratory System Diseases E77303 W Catastrophic CC,04,,"E77300, E77301, E77302, E77303"
기능검사의 이상결과,R94,F800,Other Circulatory System Diseases F80003 W Catastrophic CC,05,,"F80000, F80001, F80002, F80003"
기능검사의 이상결과,R94,H692,Other Liver Diseases H69200 중증도 구분 없음,07,,H69200
기능검사의 이상결과,R94,K663,Other Thyroid Disorders K66302 W Catastrophic or Severe CC,10,,"K66300, K66301, K66302"
기능검사의 이상결과,R94,K690,Other Endocrine Disorders K69002 W Catastrophic CC,10,,"K69000, K69001, K69002"
기능검사의 이상결과,R94,L661,Kidney and Urinary Tract Signs and L66100 중증도 구분 없음,11,,L66100
기능검사의 이상결과,R94,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
기능검사의 이상결과,R94,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
기능검사의 이상결과,R94,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
기능검사의 이상결과,R94,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
기능검사의 이상결과,R94,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
기능검사의 이상결과,R94,X600,"Injuries, Age ≤18 X60011 W Catastrophic or Severe or Moderate",21-2,,"X60010, X60011, X60020, X60021, X60030, X60031, X60032"
기능검사의 이상결과,R94,Z610,,23,,"Z61000, Z61001, Z61002, Z61003"
달리 분류된 질환에서의 다발신경병증,G63,B711,Diabetic Neuropathy B71102 W Catastrophic or Severe CC,18-1,,"B71100, B71101, B71102"
달리 분류된 질환에서의 다발신경병증,G63,B714,Neoplastic Peripheral Nerve Diseases B71401 W Catastrophic CC,01,,"B71400, B71401"
달리 분류된 질환에서의 다발신경병증,G63,B717,Peripheral Nerve Disorders B71702 W Catastrophic or Severe CC,01,,"B71700, B71701, B71702"
바르톨린선의 질환,N75,N610,Female Reproductive System Infections N61003 W Catastrophic CC,13,,"N61000, N61001, N61002, N61003"
바르톨린선의 질환,N75,N620,Menstrual and Other Female Reproductive N62003 W Catastrophic CC,13,,"N62000, N62001, N62002, N62003"
자궁경부의 염증성 질환,N72,KDRG 미등록,,,,
급성 심근염,I40,F800,Other Circulatory System Diseases F80003 W Catastrophic CC,05,,"F80000, F80001, F80002, F80003"
급성 심근염,I40,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
급성 심근염,I40,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
달리 분류되지 않은 비뇨생식계통의 처치후 장애,N99,L601,"Acute Renal Failure, Continuous Renal L60110 중증도 구분 없음",11,,"L60110, L60120"
달리 분류되지 않은 비뇨생식계통의 처치후 장애,N99,L670,Urethral Stricture L67000 중증도 구분 없음,11,,L67000
달리 분류되지 않은 비뇨생식계통의 처치후 장애,N99,L680,Other Kidney and Urinary Tract Diseases L68003 W Catastrophic CC,11,,"L68000, L68001, L68002, L68003"
달리 분류되지 않은 비뇨생식계통의 처치후 장애,N99,M630,Other Male Reproductive System Diseases M63000 중증도 구분 없음,12,,M63000
달리 분류되지 않은 비뇨생식계통의 처치후 장애,N99,N620,Menstrual and Other Female Reproductive N62003 W Catastrophic CC,13,,"N62000, N62001, N62002, N62003"
달리 분류되지 않은 비뇨생식계통의 처치후 장애,N99,O042,High Risk Vaginal Delivery(Primiparity),14,S,"O04200, O04201"
